product,answer_option,label,review_len,Rn,Rp,Rs,Rc,Rd,Rsc
Accucheck,Latest mfg date,0,3,0.675820038967091,0.5,0.9,0.0040595399188092015,0.0,0.0
Accucheck,The delivery was fast and good Reason for low rating is payment option on delivery (Card payment on delivery should also be included Thanks,0,24,1.1385672729458438,0.27499999999999997,0.42500000000000004,0.02706359945872801,1.0,0.5719
Accucheck,Timely delivery competitive rates ease of ordering,0,7,0.44185463634334443,0.0,0.0,0.009472259810554804,1.0,0.4939
Accucheck,On time,0,2,1.0,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,You have not given any discount on my order of insulin for which complaint has been lodged but you prefer not to reply Why to purchase from you. So many other sites are offering same discount,0,36,0.6165014750358014,0.018750000000000003,0.3,0.044654939106901215,1.0,-0.1531
Accucheck,dislike,0,1,0.0,0.0,0.0,0.0013531799729364006,0.0,-0.3818
Accucheck,year validity Good packing,0,4,0.8638285864413977,0.7,0.6000000000000001,0.005412719891745603,1.0,0.4404
Accucheck,Calibration takes time.,0,3,0.6511436821762879,0.0,0.0,0.0040595399188092015,1.0,0.0
Accucheck,Good quality with long shelf life,1,6,0.7055361969198682,0.32499999999999996,0.5,0.008119079837618403,0.0,0.4404
Accucheck,Dislike due to price too much higher,1,7,0.28261580367760936,0.0625,0.4375,0.009472259810554804,0.0,-0.3818
Accucheck,Nice product,0,2,0.39958372080312177,0.6,1.0,0.0027063599458728013,0.0,0.4215
Accucheck,Working fine,0,2,0.0,0.4166666666666667,0.5,0.0027063599458728013,0.0,0.2023
Accucheck,show E5,0,2,0.0,0.0,0.0,0.0027063599458728013,0.0,0.0
Accucheck,Wrongly ordered,0,2,0.0,-0.5,0.9,0.0027063599458728013,0.0,0.0
Accucheck,Item received fast,1,3,0.39498211814724105,0.2,0.6,0.0040595399188092015,0.0,0.0
Accucheck,Meets requirement,0,2,0.5552909965811509,0.0,0.0,0.0027063599458728013,0.0,0.0
Accucheck,Timely delivery,0,2,0.45294176402366504,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Timely delivery,0,2,0.45294176402366504,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Good working,0,2,0.6553302882672818,0.7,0.6000000000000001,0.0027063599458728013,0.0,0.4404
Accucheck,The packing and on time delivery of the product,0,9,0.9999999999999999,0.0,0.0,0.012178619756427604,1.0,0.0
Accucheck,Good product,0,2,0.5443026476365134,0.7,0.6000000000000001,0.0027063599458728013,0.0,0.4404
Accucheck,Good service,0,2,0.6098387323529202,0.7,0.6000000000000001,0.0027063599458728013,1.0,0.4404
Accucheck,The time/days took to deliver is really bad,0,8,0.3697846406852046,-0.6999999999999998,0.6666666666666666,0.010825439783491205,1.0,-0.5849
Accucheck,EXCELLENT IN USE,1,3,0.4657634758380992,1.0,1.0,0.0040595399188092015,0.0,0.5719
Accucheck,Work is good but motivation chip missed,1,7,0.6632834794233035,0.7,0.6000000000000001,0.009472259810554804,0.0,0.3071
Accucheck,Timely delivery,0,2,0.45294176402366504,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Timely delivery,0,2,0.45294176402366504,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Accurate Monitoring Device,1,3,0.36824713011425203,0.4000000000000001,0.6333333333333334,0.0040595399188092015,0.0,0.0
Accucheck,Its ok,0,2,1.0,0.5,0.5,0.0027063599458728013,0.0,0.296
Accucheck,Customer service,0,2,1.0,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,It is good for testing the sugar liable in the body,1,11,0.4430842204596154,0.3,0.55,0.013531799729364006,0.0,0.4404
Accucheck,ALL IS WELL . NOTHING TO DISLIKE,0,7,0.0,0.0,0.0,0.009472259810554804,0.0,0.6767
Accucheck,time of delivery,0,3,1.0,0.0,0.0,0.0040595399188092015,1.0,0.0
Accucheck,I like very much,1,4,0.0,0.26,0.26,0.005412719891745603,0.0,0.3612
Accucheck,Packing should be of 25 pics.,0,6,1.0,0.0,0.0,0.008119079837618403,1.0,0.0
Accucheck,Nyc packing,0,2,0.0,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,It is Genuine,0,3,0.0,0.4,0.5,0.0040595399188092015,1.0,0.0
Accucheck,Good as assured,1,3,0.0,0.7,0.6000000000000001,0.0040595399188092015,0.0,0.6597
Accucheck,"Only 40 strip inside,very bad experience",0,6,0.45583445519068994,-0.3499999999999999,0.8333333333333333,0.008119079837618403,0.0,-0.5423
Accucheck,Delivery time.. required fast delivery,0,5,0.7761113378876694,0.2,0.6,0.006765899864682003,1.0,0.0
Accucheck,Original product,0,2,0.3615962937920369,0.375,0.75,0.0027063599458728013,0.0,0.3182
Accucheck,Dislike,0,1,0.0,0.0,0.0,0.0013531799729364006,0.0,-0.3818
Accucheck,Quick result for test and easy to use.,1,8,0.4041301884033098,0.3833333333333333,0.6666666666666667,0.010825439783491205,0.0,0.4404
Accucheck,Easy to use,1,3,0.0,0.43333333333333335,0.8333333333333334,0.0040595399188092015,0.0,0.4404
Accucheck,Dimly delivered and quality ie Good...,0,6,0.46076032736896894,0.39999999999999997,0.55,0.008119079837618403,1.0,0.4404
Accucheck,Well coordinate and on time service,0,6,0.5252939153489135,0.0,0.0,0.008119079837618403,1.0,0.2732
Accucheck,I like it,0,3,0.0,0.0,0.0,0.0040595399188092015,0.0,0.3612
Accucheck,Packaging was good Delivery was on time. Overall satisfied as a customer.,0,12,0.5485533032484273,0.39999999999999997,0.5333333333333333,0.014884979702300407,1.0,0.6908
Accucheck,You dont send the thing we ordered online Even after you dont try to replace and give original which I wanted No customer care service.,0,25,0.30848164788947474,0.375,0.75,0.03247631935047361,1.0,-0.367
Accucheck,Using for monitoring diabetes,1,4,0.5291521723687368,0.0,0.0,0.005412719891745603,0.0,0.0
Accucheck,"The expire of the product is only of 6 onth while I am a retail user, It is not at all physiable to me.",0,24,0.6073588787597779,0.0,1.0,0.029769959404600813,1.0,0.0
Accucheck,Excellent thing on excellent price,1,5,0.48436895838713523,1.0,1.0,0.006765899864682003,0.0,0.8126
Accucheck,No discount given,0,3,0.48348624484347036,0.0,0.0,0.0040595399188092015,1.0,-0.296
Accucheck,Well packed,0,2,0.0,0.0,0.0,0.0027063599458728013,1.0,0.2732
Accucheck,I like it because it is very cheap and having more period of expire,0,14,0.399873630425103,0.51,0.705,0.017591339648173207,1.0,0.3612
Accucheck,On Not Service,0,3,0.0,0.0,0.0,0.0040595399188092015,1.0,0.0
Accucheck,Mention the manufacturing date and expire of Occur check in the bill also,0,13,0.5306355650482916,0.0,0.0,0.016238159675236806,1.0,0.0
Accucheck,Too much costly affair.,1,4,0.5166500222624284,0.2,0.2,0.005412719891745603,0.0,-0.1027
Accucheck,I like past delivery,0,4,0.21210544794924815,-0.25,0.25,0.005412719891745603,1.0,0.3612
Accucheck,Correct rejalet,0,2,0.5392742456779498,0.0,0.0,0.0027063599458728013,0.0,0.0
Accucheck,Your Courier partner is misleading and not delivering Had to struggle with their customer support,0,15,0.42726158298566613,0.0,0.0,0.02029769959404601,1.0,-0.3182
Accucheck,Instant Delivery and Reasonable price!,0,5,0.22509203220805094,0.125,0.6333333333333333,0.006765899864682003,1.0,0.0
Accucheck,Nothing,0,1,0.0,0.0,0.0,0.0013531799729364006,0.0,0.0
Accucheck,Fast delivery,0,2,0.39254406038894796,0.2,0.6,0.0027063599458728013,1.0,0.0
Accucheck,Some of the stripes inside the box is not proper,1,10,0.46430995076917825,0.0,0.1,0.012178619756427604,0.0,0.0
Accucheck,All was well,1,3,0.0,0.0,0.0,0.0040595399188092015,0.0,0.2732
Accucheck,its ok,0,2,1.0,0.5,0.5,0.0027063599458728013,0.0,0.296
Accucheck,Your offered dismounted price and fast delivery,0,7,0.2835061359420202,0.2,0.6,0.009472259810554804,1.0,0.0
Accucheck,For accuracy of Blood sugar monitoring on daily basis,1,9,0.6529858798521129,0.0,0.0,0.012178619756427604,0.0,0.0
Accucheck,Price n delivery n quality,0,5,1.0000000000000002,0.0,0.0,0.005412719891745603,1.0,0.0
Accucheck,"Perfect packing and delivery , but price wise it s not so attractive",0,13,0.35583836968277066,0.8333333333333334,0.9666666666666667,0.017591339648173207,1.0,0.3521
Accucheck,It is not working please return and refund my money back,0,11,0.23858958685486348,0.0,0.0,0.014884979702300407,1.0,-0.2411
Accucheck,Box is low quality,0,4,0.32830226539794954,0.0,0.3,0.005412719891745603,0.0,-0.2732
Accucheck,Rate on app are Rs.799 while print on box are Rs.699,0,11,1.0000000000000002,0.0,0.0,0.012178619756427604,0.0,0.0
Accucheck,Gave me insta strip,1,4,0.44967723658607467,0.0,0.0,0.005412719891745603,0.0,0.0
Accucheck,Liked the product,0,3,0.44364035622663106,0.6,0.8,0.0040595399188092015,0.0,0.4215
Accucheck,Cost should be more competitive,1,5,0.47369155443543925,0.5,0.5,0.006765899864682003,0.0,0.2484
Accucheck,Excellent for blood sugar checkup,0,5,0.7654996797773331,1.0,1.0,0.006765899864682003,0.0,0.5719
Accucheck,Street nahin mila Mujhe,1,4,0.5,0.0,0.0,0.005412719891745603,0.0,0.0
Accucheck,I order accucheck instant strip but got different item please replace it what will do from it,1,17,0.34774019565505276,0.0,0.6333333333333333,0.02165087956698241,0.0,0.4497
Accucheck,i like it,0,3,0.0,0.0,0.0,0.0040595399188092015,0.0,0.3612
Accucheck,Excellent service,0,2,0.4396743802722868,1.0,1.0,0.0027063599458728013,1.0,0.5719
Accucheck,nice product. I am using it since last 10 yes,1,10,0.22203408910049158,0.3,0.5333333333333333,0.013531799729364006,0.0,0.6705
Accucheck,good,0,1,0.0,0.7,0.6000000000000001,0.0013531799729364006,0.0,0.4404
Accucheck,I like the price and time delivery,0,7,0.716184164516132,0.0,0.0,0.009472259810554804,1.0,0.3612
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0013531799729364006,0.0,0.4404
Accucheck,I dislike it as i was over charged,0,8,0.0,0.0,0.0,0.010825439783491205,0.0,-0.5267
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0013531799729364006,0.0,0.4404
Accucheck,Like and reasonable price and correct time delivery,0,8,0.40374724659933725,0.2,0.6,0.009472259810554804,1.0,0.3612
Accucheck,Timely delivery,0,2,0.45294176402366504,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Nice product and prompt delivery,0,5,0.3822427758471394,0.6,1.0,0.006765899864682003,1.0,0.4215
Accucheck,"Ok , good",0,3,0.0,0.6,0.55,0.0040595399188092015,0.0,0.6249
Accucheck,Price can still be refuced,1,5,0.3650432669893146,0.0,0.0,0.006765899864682003,0.0,0.0
Accucheck,Speed of delivery,0,3,1.0,0.0,0.0,0.0040595399188092015,1.0,0.0
Accucheck,Quick dispatch and timely delivery,0,5,0.500738028664637,0.3333333333333333,0.5,0.006765899864682003,1.0,0.0
Accucheck,Late delivery,0,2,0.349978540741827,-0.3,0.6,0.0027063599458728013,1.0,0.0
Accucheck,Its like Good product,1,4,0.3234894147856782,0.7,0.6000000000000001,0.005412719891745603,0.0,0.6597
Accucheck,Suppliers are theaters They supply outdated medicines,0,7,0.6016543082656127,-0.4000000000000001,0.6333333333333334,0.009472259810554804,1.0,0.0
Accucheck,Its defected peice,1,3,0.5,0.0,0.0,0.0040595399188092015,0.0,-0.4019
Accucheck,Description was not clear,1,4,0.47084782763126315,-0.05000000000000001,0.3833333333333333,0.005412719891745603,0.0,-0.2924
Accucheck,I liked,0,2,0.0,0.6,0.8,0.0027063599458728013,0.0,0.4215
Accucheck,Precise results,0,2,0.40465766259140656,0.4,0.8,0.0027063599458728013,0.0,0.0
Accucheck,"Everything was ok delivery,packing etc just manufacturing date was of 2019 so was in little concerned That the product is little old",0,22,0.1725493412689039,0.05625,0.425,0.02571041948579161,0.0,0.296
Accucheck,Timely delivery,0,2,0.45294176402366504,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Good strip. Keep it up,1,5,0.5651371164385774,0.7,0.6000000000000001,0.006765899864682003,0.0,0.4404
Accucheck,Good packing,0,2,0.6098387323529202,0.7,0.6000000000000001,0.0027063599458728013,1.0,0.4404
Accucheck,Good service,0,2,0.6098387323529202,0.7,0.6000000000000001,0.0027063599458728013,1.0,0.4404
Accucheck,Good product,0,2,0.5443026476365134,0.7,0.6000000000000001,0.0027063599458728013,0.0,0.4404
Accucheck,Accurate reading,0,2,0.5443341396018254,0.4000000000000001,0.6333333333333334,0.0027063599458728013,0.0,0.0
Accucheck,Very good,0,2,0.0,0.9099999999999999,0.7800000000000001,0.0027063599458728013,0.0,0.4927
Accucheck,"like , good for sugar check at home",1,8,0.7125820864742426,0.7,0.6000000000000001,0.010825439783491205,0.0,0.6597
Accucheck,cost of strips is very high seems you are taking advantage of the people who use it,0,17,0.5980060773578864,0.20800000000000002,0.702,0.02165087956698241,0.0,0.25
Accucheck,There was no chip in package.....,0,6,1.0,0.0,0.0,0.008119079837618403,0.0,-0.296
Accucheck,Reasonable rates,0,2,0.5183486519876925,0.2,0.6,0.0027063599458728013,0.0,0.0
Accucheck,It shows quick results,1,4,0.2947649137476609,0.3333333333333333,0.5,0.005412719891745603,0.0,0.0
Accucheck,Nice packing,0,2,0.46549442037561667,0.6,1.0,0.0027063599458728013,1.0,0.4215
Accucheck,It is medium quality,0,4,0.43211115830819846,0.0,0.0,0.005412719891745603,0.0,0.0
Accucheck,From delivery,0,2,1.0,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Box nicely timely delivered Strips result is perfect,0,8,0.14625748662448676,0.8,1.0,0.010825439783491205,1.0,0.765
Accucheck,"Expire date is 12/2020,this is very less",0,7,0.5095948646198535,-0.21666666666666667,0.08666666666666667,0.008119079837618403,1.0,0.0
Accucheck,Good deal and genuine product,0,5,0.5355535968648859,0.55,0.55,0.006765899864682003,1.0,0.4404
Accucheck,good services,0,2,0.6098387323529202,0.7,0.6000000000000001,0.0027063599458728013,1.0,0.4404
Accucheck,It gives immediate results,1,4,0.28381586745103965,0.0,0.0,0.005412719891745603,0.0,0.0
Accucheck,Speedy Delivery and price,0,4,0.28968705091444297,0.0,0.0,0.005412719891745603,1.0,0.0
Accucheck,Everything right from placing order to delivery was awesome. However few strips were non-functional to our utter dismay So strip quality want totally up to the mark.,0,27,0.39131269846601413,0.21714285714285714,0.6771428571428572,0.03382949932341001,1.0,0.3758
Accucheck,prompt delivery,0,2,0.36420678301352327,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Good product with expire date of 2021,0,7,0.8167500987780782,0.7,0.6000000000000001,0.009472259810554804,1.0,0.4404
Accucheck,Expire date was 2021,0,4,1.0,0.0,0.0,0.005412719891745603,1.0,0.0
Accucheck,Has been using for long time,0,6,0.39404470722661655,-0.05,0.4,0.008119079837618403,1.0,0.0
Accucheck,I purchased Occur Check Instant Machine and ordered strips for this machine.after received noticed stops are not suitable for this machine,1,21,0.3196515665953177,-0.1375,0.7083333333333333,0.02571041948579161,0.0,-0.1531
Accucheck,Pack was found opened,0,4,0.26697265096711775,0.0,0.0,0.005412719891745603,1.0,0.0
Accucheck,Price is high,0,3,0.43584527537566237,0.16,0.5399999999999999,0.0040595399188092015,0.0,0.0
Accucheck,No comments,0,2,1.0,0.0,0.0,0.0027063599458728013,0.0,-0.296
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0013531799729364006,0.0,0.4404
Accucheck,All Good,0,2,0.0,0.7,0.6000000000000001,0.0027063599458728013,0.0,0.4404
Accucheck,I am using since many yr.,1,6,1.0,0.5,0.5,0.008119079837618403,0.0,0.0
Accucheck,Good boy,0,2,0.7050427011427806,0.7,0.6000000000000001,0.0027063599458728013,0.0,0.4404
Accucheck,All are good except only one - the price is too much high,1,13,0.33611464830879484,0.2866666666666667,0.7133333333333334,0.017591339648173207,0.0,0.4404
Accucheck,Late delivery and I am not able to redeem my wallet money,0,12,0.45321791692850577,-0.275,0.6125,0.016238159675236806,1.0,0.0
Accucheck,Timely delivered,0,2,0.0,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Long delivery time,0,3,0.5431072619722406,-0.05,0.4,0.0040595399188092015,1.0,0.0
Accucheck,Received as described,1,3,0.0,0.0,0.0,0.0040595399188092015,0.0,0.0
Accucheck,Worked perfectly No coming required either,1,6,0.0,-0.5,1.0,0.008119079837618403,0.0,0.4588
Accucheck,New box only i got,0,5,0.0,0.06818181818181818,0.7272727272727273,0.006765899864682003,0.0,0.0
Accucheck,Fast delivery,0,2,0.39254406038894796,0.2,0.6,0.0027063599458728013,1.0,0.0
Accucheck,Strip very good but price is very high with other brands,1,11,0.48923947015695934,0.33099999999999996,0.6190000000000001,0.013531799729364006,0.0,0.2724
Accucheck,I loved this product.Shelcal gives energy,1,6,0.35085037978008315,0.7,0.8,0.008119079837618403,0.0,0.7184
Accucheck,It did not serve my purpose since my machine is different,1,11,0.48498622979882233,0.0,0.6,0.013531799729364006,0.0,0.0
Accucheck,Good deal,0,2,0.7050427011427806,0.7,0.6000000000000001,0.0027063599458728013,0.0,0.4404
Accucheck,good service,0,2,0.0,0.7,0.6000000000000001,0.0027063599458728013,1.0,0.4404
Accucheck,Good results,0,2,0.634589587578413,0.7,0.6000000000000001,0.0027063599458728013,0.0,0.4404
Accucheck,Delivered on time,0,3,0.42500000925480363,0.0,0.0,0.0040595399188092015,1.0,0.0
Accucheck,I was not delivered the right product,0,7,0.23476875387869942,0.2857142857142857,0.5357142857142857,0.009472259810554804,1.0,0.0
Accucheck,Liked the package,0,3,0.5930416969814971,0.6,0.8,0.0040595399188092015,1.0,0.4215
Accucheck,Fast delivery,0,2,0.39254406038894796,0.2,0.6,0.0027063599458728013,1.0,0.0
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0013531799729364006,0.0,0.4404
Accucheck,Packing,0,1,1.0,0.0,0.0,0.0013531799729364006,1.0,0.0
Accucheck,Fast delivery,0,2,0.39254406038894796,0.2,0.6,0.0027063599458728013,1.0,0.0
Accucheck,It is good,0,3,0.0,0.7,0.6000000000000001,0.0040595399188092015,0.0,0.4404
Accucheck,Delivery was on time and there was reasonably good discount on the product,0,13,0.6425692022835151,0.7,0.6000000000000001,0.014884979702300407,1.0,0.4404
Accucheck,Early delivery with online payment mode,0,6,0.5584444406715693,0.1,0.3,0.008119079837618403,1.0,0.0
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0013531799729364006,0.0,0.4404
Accucheck,all ok,0,2,0.0,0.5,0.5,0.0027063599458728013,0.0,0.296
Accucheck,Delivery before sexual given,0,4,0.1928039304179344,0.5,0.8333333333333334,0.005412719891745603,1.0,0.0
Accucheck,The product appears on the cart is different from what I have received Totally disappointed,0,15,0.2455586632515428,-0.375,0.675,0.02029769959404601,0.0,-0.5256
Accucheck,Due to exp date is very near,0,7,0.6382642525986066,0.0025000000000000022,0.4475,0.009472259810554804,0.0,0.0
Accucheck,I have been using it for some time and was fully aware of the product,0,15,0.33207398913510283,0.25,0.25,0.02029769959404601,1.0,0.0
Accucheck,The strips showing E 1 error and not recording,1,9,0.44170821150269873,0.0,0.0,0.012178619756427604,0.0,-0.4019
Accucheck,Need improvement delivery,0,3,0.6049741790890215,0.0,0.0,0.0040595399188092015,1.0,0.4588
Accucheck,Reliable and economic,1,3,0.0,0.2,0.2,0.0040595399188092015,0.0,0.0
Accucheck,timely delivery,0,2,0.45294176402366504,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Good service,0,2,0.6098387323529202,0.7,0.6000000000000001,0.0027063599458728013,1.0,0.4404
Accucheck,Nothing special,0,2,0.0,0.35714285714285715,0.5714285714285714,0.0027063599458728013,0.0,-0.3089
Accucheck,Nothing all is good,0,4,0.0,0.7,0.6000000000000001,0.005412719891745603,0.0,-0.3412
Accucheck,Prompt Delivery,0,2,0.36420678301352327,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Arrived fast and exact material ordered,0,6,0.23473106663325444,0.225,0.425,0.008119079837618403,0.0,0.0
Accucheck,Willingness to help,1,3,0.5291521723687368,0.0,0.0,0.0040595399188092015,0.0,0.5859
Accucheck,I like,0,2,0.0,0.0,0.0,0.0027063599458728013,0.0,0.3612
Accucheck,Nice price with long expire,0,5,0.45079141361999003,0.27499999999999997,0.7,0.006765899864682003,1.0,0.4215
Accucheck,Like,0,1,0.0,0.0,0.0,0.0013531799729364006,0.0,0.3612
Accucheck,Nothing specific about the strip though.,0,6,0.3371513191776753,0.0,0.125,0.008119079837618403,0.0,0.0
Accucheck,Please process fst,0,3,0.48334997773757155,0.0,0.0,0.0040595399188092015,0.0,0.3182
Accucheck,Fast and Reliable Product. Ordered it for my father,1,9,0.28340311533521734,0.2,0.6,0.012178619756427604,0.0,0.0
Accucheck,"Timely supply,and good product",0,4,0.604993902209866,0.7,0.6000000000000001,0.005412719891745603,1.0,0.4404
Accucheck,Cost is not competitive,0,4,0.47369155443543925,0.0,0.0,0.005412719891745603,0.0,-0.1326
Accucheck,at first the delivered product was wrong one which was later replaced,0,12,0.12156426815086306,-0.08333333333333333,0.41111111111111115,0.014884979702300407,1.0,-0.4767
Accucheck,Product dispatch,0,2,1.0,0.0,0.0,0.0027063599458728013,0.0,0.0
Accucheck,Still I have not get this product and this one is still missing and behalf of urs u doesn follow up my complain,0,23,0.5355118724700689,-0.2,0.05,0.028416779431664412,0.0,-0.5719
Accucheck,Good. Delivery on time,0,4,0.6979738102363594,0.7,0.6000000000000001,0.005412719891745603,1.0,0.4404
Accucheck,Price and discount,0,3,1.0,0.0,0.0,0.0040595399188092015,1.0,0.0
Accucheck,Very effective and accurate strips,1,5,0.2355508707418139,0.5900000000000001,0.8166666666666667,0.006765899864682003,0.0,0.5256
Accucheck,Best product,0,2,0.5443026476365134,1.0,0.3,0.0027063599458728013,0.0,0.6369
Accucheck,Reduction in MRP,0,3,0.5,0.0,0.0,0.0040595399188092015,0.0,0.0
Accucheck,Correct measurement cheaper in comparison buying in open market,1,9,0.4422647971432248,0.0,0.5,0.010825439783491205,0.0,0.0
Accucheck,Reliable price,0,2,0.4178832790720824,0.0,0.0,0.0027063599458728013,0.0,0.0
Accucheck,Nothing to dislike,0,3,0.0,0.0,0.0,0.0040595399188092015,0.0,0.2924
Accucheck,Not like the billing procedure,0,5,0.7675208011053044,0.0,0.0,0.006765899864682003,1.0,-0.2755
Accucheck,I have been using it for my grandfather since past 10years. This is a great product to test blood sugar at home in just few seconds Accuracy is 80%.,1,29,0.5782579897858614,0.11666666666666668,0.3666666666666667,0.037889039242219216,0.0,0.6249
Accucheck,Timely delivery of the product,0,5,0.6393472434025533,0.0,0.0,0.006765899864682003,1.0,0.0
Accucheck,the worst product from the company we couldn find coming chip inside the product.and complain it to certain person but I canst get satisfied answer,1,25,0.339150188826859,-0.09523809523809523,0.8571428571428571,0.03112313937753721,0.0,0.2382
Accucheck,Product and price is good but delivery services should be improved,0,11,0.6235970306485359,0.7,0.6000000000000001,0.014884979702300407,1.0,0.7269
Accucheck,Excellent for regular n easy gluco meter,1,7,0.22311046950451066,0.4777777777777778,0.6367521367521367,0.009472259810554804,0.0,0.765
Accucheck,courier service,0,2,0.0,0.0,0.0,0.0027063599458728013,1.0,0.0
Accucheck,Price and authenticity,1,3,1.0,0.0,0.0,0.0040595399188092015,0.0,0.0
Accucheck,I want to return,0,4,0.0,0.0,0.0,0.005412719891745603,1.0,0.0772
Accucheck,Dislike that there is no provision to change elective test strips to instant test strips,1,15,0.8712843595529586,0.0,0.6666666666666666,0.016238159675236806,0.0,-0.5859
Accucheck,Yeah that is ok.,0,4,0.0,0.5,0.5,0.005412719891745603,0.0,0.296
Accucheck,One of the packet containing 50 strips was found to be opened,0,12,0.3484198768539936,0.0,0.0,0.016238159675236806,1.0,0.0
Accucheck,I think its genuine and perfect,0,6,0.0,0.7,0.75,0.008119079837618403,1.0,0.5719
Accucheck,Easy to use and accurate results,1,6,0.24475888917482777,0.41666666666666674,0.7333333333333334,0.008119079837618403,0.0,0.4404
Accucheck,Occur check strip box dont have code strip,1,8,0.523372038342448,0.0,0.0,0.009472259810554804,0.0,0.0
Accucheck,"Prompt delivery,good rebates",0,3,0.5602314327475296,0.0,0.0,0.0040595399188092015,0.0,0.0
Accucheck,Delivery is good,0,3,0.5114170471665338,0.7,0.6000000000000001,0.0040595399188092015,1.0,0.4404
Accucheck,Mud rate,0,2,0.44470900341884906,0.0,0.0,0.0027063599458728013,0.0,0.0
Accucheck,compared with the diagnostic lab results on the same day and the results are almost comparable..Liked the product,1,18,0.6923606173074901,0.0,0.125,0.018944519621109608,0.0,0.0
Accucheck,Wrong item sent and no remedy for that,0,8,0.5294310752361803,-0.5,0.9,0.010825439783491205,0.0,-0.6486
Accucheck,Try to mention the expire date and mfg date in the product description of certain products,0,16,0.9443818252332011,0.21428571428571427,0.5714285714285714,0.018944519621109608,1.0,0.2732
Accucheck,Not working,0,2,0.0,0.0,0.0,0.0027063599458728013,0.0,0.0
Accucheck,From response and delivery Maximum discount received,0,7,0.5381529434278162,0.0,0.0,0.009472259810554804,1.0,0.0
Accucheck,good,0,1,0.0,0.7,0.6000000000000001,0.0013531799729364006,0.0,0.4404
